id,Crop,Commodity,Province,Region,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4
57,Abaca Leafsheath,Non-Food and Industrial Crops,Northern Samar,REGION VIII (EASTERN VISAYAS),0,0,2.6,3,0,0,2.68,3.5,0,0,2.73,3.56,0,0,2.77,3.6,0,0,2.81,3.72,0,0,2.81,3,0,0,2.79,3.1,0,0,2.6,3,0,0,2.2,3.05,0,0,2,3,0,0,2.05,2.95,0,0,2.06,2.8,0,0,2.04,2.7
58,Abaca Leafsheath,Non-Food and Industrial Crops,Samar,REGION VIII (EASTERN VISAYAS),0.38,0.45,0.45,0.4,0.38,0.46,0.45,0.4,0.38,0.47,0.45,0.4,0.38,0.49,0.4,0.45,0.3,0.45,0.3,0.4,0,0.5,0.3,0.43,0.35,0.5,0.3,0.43,0.38,0.5,0.4,0.43,0.38,0.5,0.53,0.43,0.39,0.44,0.47,0.4,0.3,0.41,0.45,0.38,0.25,0.11,0.45,0.35,0.23,0.1,0.52,0.33
59,Abaca Leafsheath,Non-Food and Industrial Crops,Southern Leyte,REGION VIII (EASTERN VISAYAS),0,1.5,4,0,0,1.4,3.4,0,0.2,1.48,3,0,0.19,1.5,2.5,0,0.2,1.52,2.11,0,0.22,1.41,2.06,0,0.28,1.38,1.92,0,0.31,1.5,2.02,0,0.42,1.53,2.1,0,0.42,1.65,2.32,0,0.45,1.68,2.35,0,0.47,1.73,2.45,0,0.18,0.98,1.56,0
60,Abaca Leafsheath,Non-Food and Industrial Crops,Surigao del Sur,REGION XIII (CARAGA),0.5,13.07,18.5,10.17,0.4,11.84,19.11,10.2,0.3,10.5,20,10.7,0.2,10.75,20.5,10.72,0.21,10.6,18.5,11,0.22,11,23.27,12.21,0.74,11.2,25,12,0.35,10.52,23.5,10,0.3,11,28.2,20,0.36,9.31,29.89,30.1,0.22,3.26,13.28,13.28,0.1,3.4,14,13.4,0.1,3.49,14.6,13.3
61,Abiu,Fruit Crops,Cotabato,REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.08,0,0.01,0,0.1,0.08,0.02,0.85,0.1,0.09,0.03,0.43,0.14
62,Abiu,Fruit Crops,Laguna,REGION IV-A (CALABARZON),0,0.8,0,1.45,0,0.1,0,0,0,0.12,0.02,0.8,0.05,0.1,0.03,0.82,0.05,0.1,0.01,0.75,0,0,0.01,0,0,0,0.01,0.1,0.1,0,0,0.05,0.1,0,0,0.05,0.1,0,0,0.05,0.1,0,0,0.04,0.1,0,0,0.05,0.11,0,0,0.04
63,Abiu,Fruit Crops,Misamis Oriental,REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.03,0,0
64,African Palm Leaves,Non-Food and Industrial Crops,Agusan del Norte,REGION XIII (CARAGA),0,1,0.2,0,0,0.5,0.15,0,0,0,0.12,0,0.08,0,2,0.5,0.55,0,2.2,1,0.7,0.6,2.5,2,0.75,1,2.4,2.5,0.9,0.5,2.3,2.23,0.98,0.95,2.2,2.55,1.58,1,2.25,2.58,1.6,1.1,2.3,2.63,1.77,1.05,2.32,2.64,1.7,1.04,2.35,2.65
65,African Palm Leaves,Non-Food and Industrial Crops,Agusan del Sur,REGION XIII (CARAGA),85.5,70,130.08,125,78.5,79,135,132,90,83,145,127.5,80,76,105,95.25,65,70,85,82,70,80,100,95,63,75,115,100,58,77,112,90,55,75,114,93.55,61,76,118,95.1,63.5,70.3,121,97.1,58,61.7,110,90,55,59.55,115,92.15
66,African Palm Leaves,Non-Food and Industrial Crops,Bukidnon,REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.55,0.5,0,0,0.6,0.6,0,0,0.7,0.65,0,0,0.72,0.7,0,0,0.79,0.78,0,0,0.8,0.78,0,0,0.78,0.8
67,African Palm Leaves,Non-Food and Industrial Crops,Cotabato,REGION XII (SOCCSKSARGEN),4.8,0,3.5,0,5.2,2,3.75,5,5.5,5,5,6,6,6,6,6.2,6.2,6.5,6.5,6.5,6.5,6.7,6.7,6.7,5.5,7.5,7.5,7.5,5.5,8,8,7.7,6,8,8,8,6.5,8.2,8.25,9,6,6,8,8,6.5,6.2,7.5,8,7,5,5.5,6
68,African Palm Leaves,Non-Food and Industrial Crops,Laguna,REGION IV-A (CALABARZON),1.23,5.5,0.12,0.28,1.2,5.55,0.1,0.3,1.21,5.5,0.1,0.3,1.22,5.55,0.15,0.3,1.2,5,0.12,0.2,1,4.5,0.1,0.25,1,4,0.1,0.25,1,4,0.1,0.25,1,4,0.1,0.25,1,4,0.1,0.25,1,4,0.1,0.26,1,4,0.1,0.26,1,4,0.11,0.25
69,African Palm Leaves,Non-Food and Industrial Crops,Lanao del Norte,REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.06,0,0,0,0.05,0,0,0,0.05,0,0,0,0.06,0,0,0,0.05,0,0,0,0.06,0,0
70,African Palm Leaves,Non-Food and Industrial Crops,Maguindanao,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),45,22,4.5,6,50,25,5,6.5,47,30,6.5,7,55,25,8,8.55,65,26,9,7,60,20,7.5,6.5,50,15,5,6,50,10,3,5,0,7,2.75,8,0,6,2.6,9.2,0,5,2.52,9.25,0,5.4,2.5,9.4,0,5.75,2.5,9.6
71,African Palm Leaves,Non-Food and Industrial Crops,Samar,REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.03,0,0
72,African Palm Leaves,Non-Food and Industrial Crops,South Cotabato,REGION XII (SOCCSKSARGEN),1.5,0.38,0.75,0,1.65,0.39,0.78,0.85,1.75,0.4,0.8,0.83,1.85,0.45,1.25,1.12,2.25,0.6,1.3,1.15,2.35,0.58,1.45,1.18,2.45,0.6,1.58,1.23,3.26,0.85,2.12,1.34,3.21,1.12,3.15,1.44,3.29,1.15,4.11,4.25,2.87,0.89,3.99,3.98,2.23,0.89,3.76,4.12,2.35,1.4,3,4.5
73,African Palm Leaves,Non-Food and Industrial Crops,Sultan Kudarat,REGION XII (SOCCSKSARGEN),72.5,120,103.15,103.15,75.57,121.58,104.73,104.73,76.82,121.75,105.5,105.5,77.97,122.57,106.18,106.18,78.16,122.78,106.85,106.85,78.94,124,106.95,106.95,80.52,125.08,107.88,107.88,81.73,124,108.42,99.22,81.75,124.99,109.28,100.01,80.97,125.61,108.85,100.4,80.93,124.86,110.42,100.4,76.88,164.99,113.73,110.22,90.06,191.22,125.79,104.71
74,African Palm Leaves,Non-Food and Industrial Crops,Zamboanga del Sur,REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0.03,0,0,0,0.03,0
75,Agitway,Vegetables and Root Crops,Eastern Samar,REGION VIII (EASTERN VISAYAS),1.68,1.35,1.93,2.1,1.7,1.4,1.98,2.13,1.78,1.75,2.15,2.14,1.8,1.8,2.19,1.21,1.9,1.85,2.22,1.35,1.23,1.87,2.3,1.46,1.25,1.6,1.83,1.56,1.3,1.26,1.64,1.41,0.09,1.19,1.46,1.27,0.27,1.06,1.06,1.34,0.42,0.64,1.66,1.4,0.36,1.15,1.7,1.46,0.37,1.17,1.71,1.52
76,Agitway,Vegetables and Root Crops,Leyte,REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01
77,Agitway,Vegetables and Root Crops,Samar,REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0.02,0.1,0,0.13
78,Alugbati,Vegetables and Root Crops,Agusan del Norte,REGION XIII (CARAGA),4,15,14.65,15,6,12,14.85,13,7,10,15,10,7.74,13,16,12,8.5,13.44,17,13,9,10,14,13.7,9.5,11,12,14,10,12,13.43,13.43,11,15,12.79,13.87,12,17,12.95,13.9,12.5,19,15,15,13,22.59,16.16,16.2,12.1,23.1,18.1,16.4
79,Alugbati,Vegetables and Root Crops,Agusan del Sur,REGION XIII (CARAGA),8.36,17.48,28.61,10.65,8.47,12.83,29.9,9.35,6.72,13.77,32.41,9.76,7.16,15.63,34.58,9.3,5.9,16.38,35.25,11.96,12.56,17.64,37.62,10.67,17,38.85,46.55,10.4,10.15,35.65,57.15,14.8,11.85,38.35,51.65,15.33,13.59,43.54,53.33,16.52,15.54,50.06,48.42,17.53,16.67,57.22,45.59,16.69,14.76,53.3,51,17.15
80,Alugbati,Vegetables and Root Crops,Aklan,REGION VI (WESTERN VISAYAS),517.61,403.71,475.32,577.25,519.04,404,471.33,575.97,516.42,404.35,469.85,561.34,515.9,402.75,465,301,390.57,385.9,460.34,305,400.2,360.32,462.15,301.25,397.21,257.17,450,298.1,389.12,128.41,412.13,281.38,376.12,123.11,403.42,297.38,379.13,116.95,397.05,303.62,379.98,111.1,402.78,304.1,381.15,114.32,422.92,334.51,375.54,120.04,444.95,367.5
81,Alugbati,Vegetables and Root Crops,Antique,REGION VI (WESTERN VISAYAS),90.3,149.7,124.44,110.81,93.91,125.61,116.97,106.71,91.09,121.85,109.95,102.34,84.27,111.51,93.46,91.14,85.3,112.04,88,87.18,83.33,110.11,88.88,91.62,80.1,96.5,92.1,94.36,62,108,96,98.4,81,110,109,101,76,105,114.45,103.02,68.4,107.92,117.35,105.25,70,108.07,118.64,110.97,70.28,109.28,120.17,83.23
82,Alugbati,Vegetables and Root Crops,Basilan,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),13.44,25.2,7.15,18.54,11.44,25.7,7.25,19.5,11,25.75,7.2,20,11.25,25.8,7.22,20,11.3,25,7.25,21,11,24.5,7,20,10,24,6.5,21,9.8,25.2,6.55,21.5,9.85,26,6.68,21,5,25.5,6.56,23.82,4.8,27,7.43,27.67,4.9,27.57,7.59,33.83,5.12,29.45,7.7,36.53
83,Alugbati,Vegetables and Root Crops,Batanes,REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0.11,0.1,0.08,0.09,0.12,0.11,0.07,0,0.08,0.06,0.04,0.1,0.05,0.14,0.03,0.12,0.04,0.15,0.04,0.1,0.05,0.18,0.03,0.12,0.05,0.15,0.03,0.13,0.05,0.01,0.03,0.13,0.05,0.01,0.02,0.13,0.06,0.01,0.01,0.1,0.01,0.01,0.01,0.11
84,Alugbati,Vegetables and Root Crops,Biliran,REGION VIII (EASTERN VISAYAS),0.17,0.3,0.34,0.28,0.18,0.31,0.35,0.28,0.19,0.32,0.36,0.25,0.2,0.33,0.36,0.12,0.15,0.33,0.36,0.1,0.15,0.33,0.37,0.11,0.15,0.33,0.4,0.25,0.25,0.55,0.6,0.2,0.2,0.75,0.65,0.25,0.25,0.69,0.7,0.3,0.24,0.76,0.8,0.4,0.3,0.74,0.81,0.43,0.31,0.83,0.64,0.45
85,Alugbati,Vegetables and Root Crops,Bohol,REGION VII (CENTRAL VISAYAS),25.18,42.1,50.8,17.28,26.92,48.4,51.03,17.95,27.44,50.31,52.05,7.95,28.12,19.88,52.55,12.45,27.65,18.75,53.98,38.78,25.21,9.79,54.05,37.98,24.08,1.05,42.28,38.26,25.48,5.33,45.38,42.18,28.01,7.94,34.89,44.65,26.32,6.8,20.93,54.51,42.89,6.56,40.15,54.68,33.12,6.92,24.8,46.34,30.21,5.6,21.68,42.78
86,Alugbati,Vegetables and Root Crops,Bukidnon,REGION X (NORTHERN MINDANAO),98,320,130,922,100,310,120,945,95,315,118,940,90,300,120,960,85,295,125,950,75,270,200,860,70,260,206,870,72,268,210,872,73,269,212,875,74,265,213,878,65,233.5,226.34,1163.64,69.03,252.75,236.86,1151,68,250,230,1156
87,Alugbati,Vegetables and Root Crops,Bulacan,REGION III (CENTRAL LUZON),15,18,10,13,15.2,20,13,12,15.1,20.9,11.5,12.5,15.15,21,10,10,15.5,23.2,13,13,16,24,16.5,15,16,22,19,15,16.5,25,20,20,17,27,19.5,18.5,19.54,19.16,20.41,18.76,20.05,17.3,31.68,16.57,19.37,18.18,37.05,15.75,17.46,17,34.33,15.33
88,Alugbati,Vegetables and Root Crops,Cagayan,REGION II (CAGAYAN VALLEY),27.97,25.89,16.57,18.23,29.28,35.27,17.25,19.02,32.49,36.86,18.53,20.43,33.72,39.25,19.18,18.23,34.02,35.76,16.76,16.23,35.76,32.88,15.72,14.76,40.5,23.5,17.5,8.9,41.1,30.25,20.22,12.36,43.5,27.22,20.85,10.26,43.65,30.52,20.96,10.87,43.56,28.87,23.14,13.04,42.3,24.56,22.24,17.74,45.47,25.15,23.37,15.45
89,Alugbati,Vegetables and Root Crops,Camiguin,REGION X (NORTHERN MINDANAO),13.5,13.97,15.62,32.25,13,14,15.75,31.25,13.44,14.11,15,30,13.5,14.15,15.22,31.02,12.75,13.54,14.5,31.25,10.23,12.75,14.78,31.74,10.45,11.5,18.94,33.45,11.91,12.23,20.13,37.15,12.94,10.15,18.67,38.33,13.68,9.96,23.52,40.06,15.15,12.52,31.2,46.08,16.3,13.27,39.18,36.78,12.99,16.4,40.4,37.51
90,Alugbati,Vegetables and Root Crops,Capiz,REGION VI (WESTERN VISAYAS),124.43,143.07,140.63,140.57,127.29,146.51,132.19,130.31,123.85,142.61,135.96,134.04,126.43,145.57,151.36,122.21,121.88,143.24,153.32,123.88,125.35,145.65,153.56,124.62,122.25,138.75,155.93,129.07,115.59,131.91,148.13,121.87,118.48,135.27,149.31,122.64,119.31,133.29,144.83,116.17,115.73,129.27,137.23,111.27,119.78,132.02,133.11,108.39,115.59,129.41,130.18,106.07
91,Alugbati,Vegetables and Root Crops,Catanduanes,REGION V (BICOL REGION),0.09,0.07,0.06,0.07,0.1,0.06,0.05,0.06,0.11,0.07,0.04,0.05,0.12,0.08,0.05,0.06,0.13,0.07,0.04,0.05,0.12,0.08,0.03,0.06,0.13,0.07,0.02,0.05,0.11,0.07,0.02,0.06,0.13,0.07,0.02,0.06,0.13,0.07,0.02,0.05,0.08,0.06,0.02,0.03,0.05,0.03,0.01,0.01,0,0.02,0.02,0.01
92,Alugbati,Vegetables and Root Crops,Cavite,REGION IV-A (CALABARZON),0.32,0.36,0.33,0.59,0.35,0.37,0.34,0.6,0.3,0.35,0.33,0.5,0.29,0.36,0.34,0.53,0.28,0.37,0.32,0.51,0.28,0.35,0.33,0.5,0.27,0.22,0.3,0.51,0.19,0.23,0.28,0.52,0.19,0.22,0.26,0.59,0.14,0.21,0.35,0.65,0.12,0.13,0.4,0.72,0.13,0.14,0.43,0.75,0.16,0.17,0.5,1.45
93,Alugbati,Vegetables and Root Crops,Cebu,REGION VII (CENTRAL VISAYAS),1297.23,463.74,383.29,161.11,1308.67,480.5,487,412.21,1310.4,613.45,515.88,415.16,1227.19,608.65,546.83,403.95,1185.47,742.55,566.54,425.36,1232.89,567.15,588.28,418.55,1193.44,445.21,617.69,392.14,1124.26,471.92,679.46,405.64,1246.35,392.59,618.58,416.31,1207.98,390.12,651.98,389.67,1209,382.7,619.73,367.16,1260.44,380,669.3,365,1080,372,720,378
94,Alugbati,Vegetables and Root Crops,City of Davao,REGION XI (DAVAO REGION),170.25,182.65,187.24,233.75,171.36,183.52,187.35,233.86,170.25,184.2,186.95,233.58,171.45,185.34,197.91,236.42,171.85,185.6,198.5,237.45,170.06,186.41,199.2,243.76,168.55,184.65,199.75,249.17,169.35,188.15,199.9,248.85,170.15,188.7,199.5,248.98,169.75,189.35,198.56,248.92,169.84,227.22,218.42,243,179.49,223.81,218.43,243.12,183.89,229.07,223.89,231.57
95,Alugbati,Vegetables and Root Crops,City of Zamboanga,REGION IX (ZAMBOANGA PENINSULA),28,13.5,28.5,1,29.1,15.5,29.21,1.02,31,15.89,29.25,1.4,30,15.5,31.3,1.67,32,15.7,31.55,1.72,31.6,15.73,31.58,1.8,31,15.75,31.6,2,32,16,31.65,1.8,31.53,17.56,33.23,1.95,31.53,16.79,35.58,2.12,31.35,18.31,38.45,2.28,33.03,19.65,41.73,2.39,34.36,20.52,41.9,2.48
96,Alugbati,Vegetables and Root Crops,Cotabato,REGION XII (SOCCSKSARGEN),698,624.5,751.3,1051,699,625,815.16,1051,702.25,625.5,815.18,1055.8,702.26,625.54,896.7,1056.74,703,625.75,899.16,1075.4,618.64,494.03,905,752.78,525.2,217.23,908,754.5,545.27,245,911,750.25,535.24,240,900.25,740.5,477.33,230,887.34,703.27,402.75,230.4,835.14,770.59,366.14,200.61,779.46,678.12,347.78,168,649.55,452.08
97,Alugbati,Vegetables and Root Crops,Davao Occidental,REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.55,1.65,1.5,1.52,1.57,1.62,1.52,1.51,1.58,1.58,1.57
98,Alugbati,Vegetables and Root Crops,Davao Oriental,REGION XI (DAVAO REGION),136.89,132.4,124.1,132.24,136.95,135.18,120,132.52,138.05,130.28,120.45,136.45,113.2,125.48,112.34,134.45,110.22,116.75,117.65,152.73,106.34,113.24,112.41,146.3,103.18,108.03,112.46,147.54,99.06,104.15,110.58,146.34,95.25,97.69,90.58,145.86,90.02,83.37,84.55,140.73,93.09,75.54,80.21,110.57,92.43,76.08,76.59,96.87,85.45,77.15,76.24,97.29
99,Alugbati,Vegetables and Root Crops,Davao de Oro,REGION XI (DAVAO REGION),92.44,64.35,70.35,114.91,73.12,65.55,65.19,133.64,74.18,68.21,64.64,92.15,57.23,57.32,80.89,89.71,65.48,74.12,91.42,64.11,66.74,77.46,92.24,65.39,63.57,79.23,91.35,66.08,65.65,80.05,91.65,64.09,68.62,88.32,90.26,50.15,68.8,85.49,91.62,52.18,69.85,86.32,89.64,51.03,66.48,62.97,91.38,76.29,64.11,80.79,90.35,50.77
100,Alugbati,Vegetables and Root Crops,Davao del Norte,REGION XI (DAVAO REGION),76.51,191.29,160.37,146.37,73.62,188.82,156.59,141.37,69.46,185.67,151.82,139.26,66.91,183.62,149.34,135.63,68.41,185.17,151.33,132.67,71.33,181.42,149.85,137.53,65.92,178.69,151.03,140.79,65,177.94,152.26,136.92,62.49,178.54,155.42,138.47,60.2,179.44,160.99,134.23,59.41,179.72,159.42,141.35,58.85,179.82,165.72,140.98,57.32,172.07,168.19,140.37
101,Alugbati,Vegetables and Root Crops,Davao del Sur,REGION XI (DAVAO REGION),325.84,358.14,305.67,22.54,307.35,355.29,289.37,32.3,308.75,356.23,289.12,32.02,308.77,356.28,289.15,33.04,308.82,357.13,290.45,35.15,302.52,329.54,288.52,34.08,300.45,311.69,289.14,33.25,305.19,315.57,290.15,34.2,306.5,318.12,290.65,35,307,320.01,291.27,36.45,308.71,321.56,289.63,37.15,309.83,318.52,291.74,37.15,308.53,316.19,290.64,37.65
102,Alugbati,Vegetables and Root Crops,Dinagat Islands,REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.25,0.5,0.65,0.45,0.5,0.4,0,0.3,0.5,0.38,0,0.34,0.46,0.32,0,0.25,0.33,0.23,0.3,0.26,0.3,0.17,0.4,0.26,0.18,0.11,0.39,0.36,0.33,0.15,0.67,0.29,0.24,0.2,0.69,0.19,0.27,0.21,0.58
103,Alugbati,Vegetables and Root Crops,Eastern Samar,REGION VIII (EASTERN VISAYAS),0.91,1.46,0.59,0.91,0.93,1.48,0.61,0.98,0.94,1.49,0.62,0.99,0.95,1.5,0.63,0.91,0.9,1.52,0.65,0.9,0.39,1.5,0.64,0.91,0.35,1.2,0.51,0.1,0.2,0.99,0.08,0.08,0.1,0.36,0.02,0.14,0.07,0.15,0.04,0.02,0.04,0.1,0.06,0.01,0.05,0.06,0.08,0.02,0.06,0.07,0.09,0.02
104,Alugbati,Vegetables and Root Crops,Guimaras,REGION VI (WESTERN VISAYAS),305,105,190,123,289.75,93,171,110,265,97,172,102,225,95,162,90,198,87,140,72,168.3,50,100,65,55,48,95,60,68.38,56,85,62,65.5,51,80,56,55,47.5,72,63.5,60,55,86.18,91.92,62.74,59.36,94.17,102.03,85.16,62.5,98.86,97.73
105,Alugbati,Vegetables and Root Crops,Iloilo,REGION VI (WESTERN VISAYAS),1030,730,960,850,1080,926,931,779,1100,910,940,782,1112,1015,965,740,1000,1000,980,752,995,930,960,749,1000,1020,985,752,970,1150,990,752.5,980,1200,995,725,950.6,1100,1050,730,978,1250,1082.87,697,970,1320,1191.15,750.34,960.25,1350,1295,784.48
106,Alugbati,Vegetables and Root Crops,Isabela,REGION II (CAGAYAN VALLEY),16.02,4.14,18.64,13,17.62,14.97,17.15,12.35,19.73,15.72,18.17,12.97,20.02,15.85,22.75,22.97,18.05,13.47,15.85,25.56,18.95,15.76,15.49,23.35,21.12,14.62,14.58,22.4,22.38,14.75,15.84,24.23,22.45,13.57,14.89,18.75,20.14,13.88,13.12,20.33,19.23,11.4,12.97,19.25,17.31,9.96,9.01,18.12,11.34,9.3,7.61,13.1
107,Alugbati,Vegetables and Root Crops,Kalinga,CORDILLERA ADMINISTRATIVE REGION (CAR),6.4,2.92,5.5,3.1,6.75,2.94,5.5,3.45,7,2.95,5,3.25,7.25,3,4.75,3,7,3,5,2,6.5,4,5,1.9,6.4,3.5,4.5,0.75,0.3,2.5,3.75,0.65,0.35,2,2.8,0.15,0.25,0.75,1.6,0.25,0.3,0,1.87,0.33,0.36,0,2,0.42,0.53,0.25,2,0.53
108,Alugbati,Vegetables and Root Crops,La Union,REGION I (ILOCOS REGION),0.55,0.04,0.99,1.1,0.59,0.06,1,1.15,0.6,0.08,1.03,1.23,0.61,0.07,1.2,1.25,0.32,0.06,0.95,1.44,0.33,0.05,1.02,1.39,0.31,0.04,0.9,1.4,0.3,0.03,0.75,1.44,0.28,0,0.73,1.5,0.2,0.02,0.79,1.41,0.21,0.02,0.81,1.26,0.22,0.02,0.86,1.2,0.23,0.02,0.89,1.3
109,Alugbati,Vegetables and Root Crops,Laguna,REGION IV-A (CALABARZON),0.98,1,1.32,1.1,0.95,1,1.33,1.2,0.97,1,1.32,1.22,0.98,1,1.35,1.23,0.99,1,1.3,1.24,1,0.95,1.45,2.5,1,0.94,1.48,2,1,0.9,1.45,2,1,0.4,1.42,2,1,0.5,1.44,2,1,0.56,1.62,1.5,1.18,0.59,1.72,1.62,1.25,0.6,1.85,1.53
110,Alugbati,Vegetables and Root Crops,Lanao del Norte,REGION X (NORTHERN MINDANAO),220,150,176,320,200,155,177,347.37,200,158,179,345,202,158,180,347,203,160,181,350,202,143,180.65,351,203,130,185,370,203.55,135,186,371,204,136,188,375,206,134,190,380,208,135,191.55,378,210,138,192.56,381,213,142,195.32,380
111,Alugbati,Vegetables and Root Crops,Lanao del Sur,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),18,12.9,18,0,17,12.8,18,0,18,12.73,19,0,18.9,12.5,19.5,0,19.5,12.6,19,0,19.8,13.5,19.06,0,19.75,13.4,19.06,0,19.76,13.4,19.06,0,20,13.8,22.36,0,19.7,13.82,22.74,0,19.9,13.84,22.95,0,19.21,13.85,22.97,0,19.27,13.86,23,0
112,Alugbati,Vegetables and Root Crops,Leyte,REGION VIII (EASTERN VISAYAS),0.24,0.34,0.26,0.42,0.26,0.34,0.26,0.43,0.26,0.4,0.31,0.3,0.27,0.45,0.32,0.11,0.11,0.41,0.34,0.12,0.18,0.42,0.35,0.13,0.18,0.41,0.34,0.13,0.23,0.43,0.27,0.01,0.23,0.43,0.38,0.01,0.21,0.45,0.37,0.02,0.21,0.47,0.39,0.01,0.22,0.52,0.45,0.01,0.21,0.45,0.46,0.01
113,Alugbati,Vegetables and Root Crops,Maguindanao,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),42,3.75,26,2308.25,43,3.5,23,2312.5,45,3.8,24,2312.2,46,4,24.1,2313,46.2,4.2,25.5,2313.5,47,4.5,25.5,2312.2,46,5,28,2320,47,7.2,30.2,2340,48,8.5,33.6,2345,49,8.7,34.1,2354,50,8.85,34.15,2360,51.2,9.15,34.2,2365,51.9,10.22,34.25,2365
114,Alugbati,Vegetables and Root Crops,Masbate,REGION V (BICOL REGION),1,0.5,1.5,0.8,1.1,0.55,2,0.9,1.2,0.6,2.2,1,1.3,0.65,3,1.2,1.55,0.63,3.3,1.5,1.6,0.62,3.2,1.59,1.8,0.59,3.3,1.6,1.85,0.65,3.28,1.62,1.88,0.68,3.32,1.9,1.99,0.7,3.35,1.95,2,0.75,3.45,1.9,2.05,0.78,3.48,1.94,2.07,0.81,3.52,1.97
115,Alugbati,Vegetables and Root Crops,Misamis Occidental,REGION X (NORTHERN MINDANAO),136,165.02,182,99.38,138,180,186,108,140,184.17,210.52,85.31,142,185.1,213,81,145,185.9,218,81.65,146,180.1,219,81,140,178,220,89,142,180,222,96,144,183,215,102,148,175,218,107,149,178,220.91,108,147.5,180,219,111,150.83,178.52,220,112
116,Alugbati,Vegetables and Root Crops,Misamis Oriental,REGION X (NORTHERN MINDANAO),157,162.57,310,970,160,168,320,975,162,170,322,980,163,173,325,982,165,175,330,985,160,150,335,980,155,145,345,1010,145,160,348,1012,146,165,350,1014,146.5,162,355,1016,147,160,358.55,1016,148.47,168,355,1012,149,145.74,532.5,1329.49
117,Alugbati,Vegetables and Root Crops,Negros Occidental,REGION VI (WESTERN VISAYAS),393.49,70.09,80,340.76,403.32,73.97,87.45,364.88,398.96,80.16,89.06,373.41,421.74,79.9,87.87,361.46,430.38,78,89.71,365.32,435.02,74.24,89.39,364.18,436.32,72.87,88.32,375,439.16,69.2,88.83,378,440.36,72.63,84.95,380,446.7,70.13,92.5,395.2,450,73.7,107.15,405,455,85.9,114.87,400,407.4,90,106.66,390
118,Alugbati,Vegetables and Root Crops,Negros Oriental,REGION VII (CENTRAL VISAYAS),551,751,920,1105.75,555,871.99,922,1111.6,556.71,873.44,925,311.9,554.35,874,750,485,546.2,811.3,700,486,540,509.2,667,482,535,477.8,660,480,539,503.88,665,483,540.55,500,662,374.78,539,497.35,661,365,541,491.22,658,371,543,495.1,660,375,540,498,663,382
